ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600519.SH,2017-01-06,346.64,359.78,346.1,350.76,346.74,4.02,1.16,68095.62,2402546.296
600519.SH,2017-01-09,347.8,352.88,346.54,348.51,350.76,-2.25,-0.64,35405.0,1233977.973
600519.SH,2017-01-10,348.45,352.0,346.6,349.0,348.51,0.49,0.14,31727.64,1108100.804
600519.SH,2017-01-11,348.0,348.0,343.5,345.45,349.0,-3.55,-1.02,23598.51,814074.6359999999
600519.SH,2017-01-12,346.55,347.4,344.51,347.05,345.45,1.6,0.46,17779.4,614822.051
600519.SH,2017-01-13,346.98,347.39,343.88,344.87,347.05,-2.18,-0.63,18282.48,631734.939
600519.SH,2017-01-16,344.13,344.8,338.8,341.47,344.87,-3.4,-0.99,36855.45,1259384.863
600519.SH,2017-01-17,342.6,351.5,342.0,349.13,341.47,7.66,2.24,35188.38,1223967.88
600519.SH,2017-01-18,348.88,356.77,347.21,355.08,349.13,5.95,1.7,46005.7,1622110.97
600519.SH,2017-01-19,355.0,358.48,351.7,354.72,355.08,-0.36,-0.1,28523.92,1011320.058
600519.SH,2017-01-20,354.9,357.4,353.03,354.99,354.72,0.27,0.08,21344.17,758415.995
600519.SH,2017-01-23,356.88,359.8,349.46,351.22,354.99,-3.77,-1.06,32581.18,1151869.289
600519.SH,2017-01-24,351.27,352.8,346.75,350.31,351.22,-0.91,-0.26,26914.58,939129.474
600519.SH,2017-01-25,349.98,349.98,346.2,347.63,350.31,-2.68,-0.77,22990.36,799259.963
600519.SH,2017-01-26,348.14,348.8,341.3,344.42,347.63,-3.21,-0.92,37826.17,1303262.1509999998
600519.SH,2017-02-03,346.0,349.18,345.0,346.85,344.42,2.43,0.71,20936.43,727140.7890000001
600519.SH,2017-02-06,348.49,348.89,344.96,346.85,346.85,0.0,0.0,15680.79,543401.899
600519.SH,2017-02-07,346.84,347.4,343.14,343.58,346.85,-3.27,-0.94,20519.83,707114.1159999999
600519.SH,2017-02-08,343.76,345.5,342.67,344.21,343.58,0.63,0.18,19088.54,656786.314
600519.SH,2017-02-09,345.0,348.79,344.61,347.61,344.21,3.4,0.99,23324.38,808958.183
600519.SH,2017-02-10,348.62,349.82,345.0,345.08,347.61,-2.53,-0.73,24056.59,835679.322
600519.SH,2017-02-13,344.0,351.9,341.92,349.75,345.08,4.67,1.35,53587.9,1869148.354
600519.SH,2017-02-14,349.54,352.6,349.1,350.21,349.75,0.46,0.13,26558.68,931733.735
600519.SH,2017-02-15,351.5,352.44,347.2,348.53,350.21,-1.68,-0.48,26256.96,917475.854
600519.SH,2017-02-16,348.5,348.62,345.51,348.09,348.53,-0.44,-0.13,17642.3,612607.282
600519.SH,2017-02-17,348.9,354.44,347.5,350.56,348.09,2.47,0.71,29102.34,1022647.9709999999
600519.SH,2017-02-20,350.41,362.32,350.01,361.29,350.56,10.73,3.06,61853.4,2215563.601
600519.SH,2017-02-21,361.88,362.43,357.18,358.74,361.29,-2.55,-0.71,27705.77,994112.865
600519.SH,2017-02-22,360.61,366.52,360.0,361.89,358.74,3.15,0.88,37130.31,1347469.102
600519.SH,2017-02-23,360.97,365.48,359.76,361.7,361.89,-0.19,-0.05,23328.06,844123.194
600519.SH,2017-02-24,362.0,362.89,360.05,362.62,361.7,0.92,0.25,17692.78,639123.205
600519.SH,2017-02-27,362.49,362.85,356.8,357.2,362.62,-5.42,-1.49,25400.46,912927.183
600519.SH,2017-02-28,357.0,359.2,353.58,354.66,357.2,-2.54,-0.71,27473.51,975788.668
600519.SH,2017-03-01,355.1,358.2,355.0,356.61,354.66,1.95,0.55,21944.2,782349.0090000001
600519.SH,2017-03-02,356.71,357.0,354.53,356.82,356.61,0.21,0.06,22103.62,785560.42
600519.SH,2017-03-03,355.0,358.22,355.0,356.54,356.82,-0.28,-0.08,14153.55,505108.55600000004
600519.SH,2017-03-06,357.66,359.54,356.55,358.96,356.54,2.42,0.68,22818.84,818625.8709999999
600519.SH,2017-03-07,358.03,368.88,358.03,367.2,358.96,8.24,2.3,46286.98,1694198.549
600519.SH,2017-03-08,367.18,368.49,365.5,367.28,367.2,0.08,0.02,16037.7,588667.675
600519.SH,2017-03-09,367.0,369.98,365.56,369.9,367.28,2.62,0.71,23406.06,860084.0240000001
600519.SH,2017-03-10,369.92,377.0,368.36,369.85,369.9,-0.05,-0.01,40951.05,1524343.094
600519.SH,2017-03-13,370.05,374.33,367.53,371.55,369.85,1.7,0.46,27674.32,1027592.8
600519.SH,2017-03-14,371.55,373.85,368.34,369.5,371.55,-2.05,-0.55,20416.49,756359.6240000001
600519.SH,2017-03-15,369.5,375.15,369.01,374.68,369.5,5.18,1.4,25155.26,935994.827
600519.SH,2017-03-16,376.56,378.3,372.8,374.77,374.68,0.09,0.02,25022.6,938231.439
600519.SH,2017-03-17,373.1,384.45,373.1,378.48,374.77,3.71,0.99,34700.26,1315336.8429999999
600519.SH,2017-03-20,380.5,386.71,378.88,386.41,378.48,7.93,2.1,31545.94,1209603.913
600519.SH,2017-03-21,386.55,396.5,386.5,394.01,386.41,7.6,1.97,48460.96,1901883.74
600519.SH,2017-03-22,390.53,394.6,385.0,394.48,394.01,0.47,0.12,45532.71,1775217.767
600519.SH,2017-03-23,392.03,393.99,386.6,389.79,394.48,-4.69,-1.19,34504.81,1345058.757
600519.SH,2017-03-24,392.32,393.22,385.0,386.82,389.79,-2.97,-0.76,33287.72,1292313.386
600519.SH,2017-03-27,386.03,389.26,378.39,378.82,386.82,-8.0,-2.07,53690.28,2054742.9819999998
600519.SH,2017-03-28,379.95,381.15,376.66,380.26,378.82,1.44,0.38,41187.17,1558258.565
600519.SH,2017-03-29,381.01,385.8,379.9,383.65,380.26,3.39,0.89,37299.67,1429610.961
600519.SH,2017-03-30,383.0,386.89,382.6,386.14,383.65,2.49,0.65,31612.99,1216016.529
600519.SH,2017-03-31,386.2,388.0,384.18,386.36,386.14,0.22,0.06,24474.22,945503.282
600519.SH,2017-04-05,385.66,394.99,385.0,389.66,386.36,3.3,0.85,40789.98,1594997.313
600519.SH,2017-04-06,389.01,393.0,386.63,391.91,389.66,2.25,0.58,28857.2,1125204.238
600519.SH,2017-04-07,392.99,394.0,389.6,392.87,391.91,0.96,0.25,24097.23,945589.197
600519.SH,2017-04-10,394.0,394.0,388.0,389.2,392.87,-3.67,-0.93,28869.48,1126296.265
600519.SH,2017-04-11,388.05,390.7,380.6,385.29,389.2,-3.91,-1.0,43530.72,1679537.545
600519.SH,2017-04-12,385.29,391.0,384.8,390.23,385.29,4.94,1.28,27002.91,1049245.582
600519.SH,2017-04-13,390.78,398.59,390.51,398.39,390.23,8.16,2.09,45648.35,1805008.871
600519.SH,2017-04-14,399.43,399.88,395.0,395.45,398.39,-2.94,-0.74,23646.56,938378.9870000001
600519.SH,2017-04-17,391.0,398.28,388.55,395.79,395.45,0.34,0.09,28793.71,1136763.705
600519.SH,2017-04-18,394.6,406.55,394.6,404.65,395.79,8.86,2.24,49581.0,1987661.267
